date,irec,side,stop,target,iend,branch,entry,exit,xtype,jexit,risk,plan_loss,net,fits,day_after,cut
20201030,4497058,1,11247.75,,4497178,S07,11266.25,11247.25,1,4497059,18.5,19.75,-19.75,True,-19.75,
20201030,4497093,-1,11190.25,,-1,PV2_V7m,11175.5,11042.25,3,4497213,14.75,16.0,132.5,True,112.75,
20201102,4498423,1,11113.0,,4498543,S07,11131.5,11112.5,1,4498492,18.5,19.75,-19.75,True,-19.75,
20201103,4499788,-1,11132.25,,4499908,S07,11113.75,11132.75,1,4499792,18.5,19.75,-19.75,True,-19.75,
20201103,4499824,1,11225.5,,-1,PV2_V7m,11241.0,11284.0,3,4499944,15.5,16.75,42.25,True,22.5,
20201104,4501152,1,11645.25,,4501272,S07,11663.75,11644.75,1,4501154,18.5,19.75,-19.75,True,-19.75,
20201104,4501189,1,11692.75,,-1,PV2_V7m,11703.25,11778.0,3,4501309,10.5,11.75,74.0,True,54.25,
20201105,4502517,-1,11999.25,,4502637,S07,11980.75,11999.75,1,4502519,18.5,19.75,-19.75,True,-19.75,
20201106,4503882,-1,12009.5,,4504002,S07,11991.0,12010.0,1,4503961,18.5,19.75,-19.75,True,-19.75,
20201109,4505246,-1,12141.5,,4505366,S07,12123.0,12142.0,1,4505250,18.5,19.75,-19.75,True,-19.75,
20201110,4506611,1,11726.75,,4506731,S07,11745.25,11726.25,1,4506612,18.5,19.75,-19.75,True,-19.75,
20201111,4507976,-1,11735.75,,4508096,S07,11717.25,11736.25,1,4507977,18.5,19.75,-19.75,True,-19.75,
20201112,4509341,-1,11921.0,,4509461,S07,11902.5,11921.5,1,4509342,18.5,19.75,-19.75,True,-19.75,
20201113,4510706,-1,11896.5,,4510826,S07,11878.0,11897.0,1,4510710,18.5,19.75,-19.75,True,-19.75,
20201116,4512071,1,11898.75,,4512191,S07,11917.25,11898.25,1,4512073,18.5,19.75,-19.75,True,-19.75,
20201117,4513436,-1,12047.25,,4513556,S07,12028.75,11983.0,3,4513556,18.5,19.75,45.0,True,45.0,
20201118,4514801,-1,11964.5,,4514921,S07,11946.0,11965.0,1,4514803,18.5,19.75,-19.75,True,-19.75,
20201119,4516166,-1,11879.25,,4516286,S07,11860.75,11879.75,1,4516177,18.5,19.75,-19.75,True,-19.75,
20201120,4517531,-1,11991.25,,4517651,S07,11972.75,11991.75,1,4517594,18.5,19.75,-19.75,True,-19.75,
20201123,4518896,1,11945.25,,4519016,S07,11963.75,11944.75,1,4518929,18.5,19.75,-19.75,True,-19.75,
20201124,4520252,-1,11965.25,,4520372,S07,11946.75,11965.75,1,4520321,18.5,19.75,-19.75,True,-19.75,
20201125,4521617,1,12100.0,,4521737,S07,12118.5,12099.5,1,4521648,18.5,19.75,-19.75,True,-19.75,
20201126,4522982,-1,12221.25,,4523102,S07,12202.75,12196.5,3,4523102,18.5,19.75,5.5,True,5.5,
20201127,4524122,1,12230.0,,4524242,S07,12248.5,12229.5,1,4524128,18.5,19.75,-19.75,True,-19.75,
20201130,4525277,1,12266.25,,4525397,S07,12284.75,12265.75,1,4525279,18.5,19.75,-19.75,True,-19.75,
20201201,4526642,-1,12370.75,,4526762,S07,12352.25,12371.25,1,4526648,18.5,19.75,-19.75,True,-19.75,
20201201,4526677,1,12405.0,,-1,PV2_V7m,12417.75,12404.5,1,4526695,12.75,14.0,-14.0,True,-33.75,
20201202,4528007,-1,12372.0,,4528127,S07,12353.5,12372.5,1,4528012,18.5,19.75,-19.75,True,-19.75,
20201203,4529372,1,12475.75,,4529492,S07,12494.25,12475.25,1,4529384,18.5,19.75,-19.75,True,-19.75,
20201204,4530737,-1,12485.0,,4530857,S07,12466.5,12485.5,1,4530747,18.5,19.75,-19.75,True,-19.75,
20201207,4532102,1,12524.0,,4532222,S07,12542.5,12594.0,3,4532222,18.5,19.75,50.75,True,50.75,
20201208,4533467,-1,12575.75,,4533587,S07,12557.25,12576.25,1,4533468,18.5,19.75,-19.75,True,-19.75,
20201208,4533764,1,12645.25,,-1,PV2_V7m,12648.5,12644.75,1,4533765,3.25,4.5,-4.5,True,-24.25,
20201209,4534832,-1,12621.0,,4534952,S07,12602.5,12621.5,1,4534842,18.5,19.75,-19.75,True,-19.75,
20201210,4536121,1,12243.5,,4536241,S07,12262.0,12243.0,1,4536122,18.5,19.75,-19.75,True,-19.75,
20201211,4537474,-1,12334.0,,4537594,S07,12315.5,12334.5,1,4537476,18.5,19.75,-19.75,True,-19.75,
20201214,4538833,1,12427.25,,4538953,S07,12445.75,12518.25,3,4538953,18.5,19.75,71.75,True,71.75,
20201215,4540198,1,12560.5,,4540318,S07,12579.0,12560.0,1,4540199,18.5,19.75,-19.75,True,-19.75,
20201216,4541563,-1,12620.5,,4541683,S07,12602.0,12621.0,1,4541600,18.5,19.75,-19.75,True,-19.75,
20201217,4542928,1,12730.5,,4543048,S07,12749.0,12730.0,1,4542951,18.5,19.75,-19.75,True,-19.75,
20201218,4544293,-1,12788.0,,4544413,S07,12769.5,12685.75,3,4544413,18.5,19.75,83.0,True,83.0,
20201221,4545658,1,12610.5,,4545778,S07,12629.0,12610.0,1,4545669,18.5,19.75,-19.75,True,-19.75,
20201222,4547023,-1,12709.5,,4547143,S07,12691.0,12710.0,1,4547032,18.5,19.75,-19.75,True,-19.75,
20201223,4548388,-1,12710.75,,4548508,S07,12692.25,12711.25,1,4548391,18.5,19.75,-19.75,True,-19.75,
20201224,4549753,1,12660.5,,4549873,S07,12679.0,12682.75,3,4549873,18.5,19.75,3.0,True,3.0,
20201228,4550908,-1,12812.0,,4551028,S07,12793.5,12812.5,1,4550910,18.5,19.75,-19.75,True,-19.75,
20201229,4552273,1,12888.5,,4552393,S07,12907.0,12888.0,1,4552295,18.5,19.75,-19.75,True,-19.75,
20201230,4553638,-1,12907.5,,4553758,S07,12889.0,12864.0,3,4553758,18.5,19.75,24.25,True,24.25,
20201231,4555003,-1,12856.25,,4555123,S07,12837.75,12856.75,1,4555010,18.5,19.75,-19.75,True,-19.75,
20210104,4556368,-1,12918.5,,4556488,S07,12900.0,12711.75,3,4556488,18.5,19.75,187.5,True,187.5,
20210105,4557733,1,12663.5,,4557853,S07,12682.0,12740.75,3,4557853,18.5,19.75,58.0,True,58.0,
20210106,4559098,-1,12598.25,,4559218,S07,12579.75,12598.75,1,4559101,18.5,19.75,-19.75,True,-19.75,
20210107,4560463,1,12748.5,,4560583,S07,12767.0,12905.25,3,4560583,18.5,19.75,137.5,True,137.5,
20210108,4561828,1,12996.75,,4561948,S07,13015.25,12996.25,1,4561842,18.5,19.75,-19.75,True,-19.75,
20210111,4563193,-1,12953.25,,4563313,S07,12934.75,12953.75,1,4563202,18.5,19.75,-19.75,True,-19.75,
20210112,4564558,1,12910.25,,4564678,S07,12928.75,12909.75,1,4564571,18.5,19.75,-19.75,True,-19.75,
20210113,4565923,1,12879.75,,4566043,S07,12898.25,12879.25,1,4565929,18.5,19.75,-19.75,True,-19.75,
20210113,4565995,1,12948.5,,-1,PV2_V7m,12963.5,12948.0,1,4566029,15.0,16.25,-16.25,True,-36.0,
20210114,4567288,1,12981.5,,4567408,S07,13000.0,12981.0,1,4567294,18.5,19.75,-19.75,True,-19.75,
20210115,4568653,1,12900.25,,4568773,S07,12918.75,12899.75,1,4568662,18.5,19.75,-19.75,True,-19.75,
20210118,4570018,-1,12807.5,,4570138,S07,12789.0,12808.0,1,4570040,18.5,19.75,-19.75,True,-19.75,
20210119,4571158,1,12900.75,,4571278,S07,12919.25,12900.25,1,4571164,18.5,19.75,-19.75,True,-19.75,
20210119,4571423,1,12986.0,,-1,PV2_V7m,12987.75,12985.5,1,4571425,1.75,3.0,-3.0,True,-22.75,
20210120,4572523,-1,13152.25,,4572643,S07,13133.75,13152.75,1,4572525,18.5,19.75,-19.75,True,-19.75,
20210120,4572568,1,13224.5,,-1,PV2_V7m,13236.5,13224.0,1,4572571,12.0,13.25,-13.25,True,-33.0,
20210121,4573888,-1,13322.5,,4574008,S07,13304.0,13323.0,1,4573891,18.5,19.75,-19.75,True,-19.75,
20210122,4575253,-1,13354.75,,4575373,S07,13336.25,13355.25,1,4575255,18.5,19.75,-19.75,True,-19.75,
20210125,4576618,1,13505.25,,4576738,S07,13523.75,13504.75,1,4576673,18.5,19.75,-19.75,True,-19.75,
20210126,4577983,1,13481.0,,4578103,S07,13499.5,13480.5,1,4577986,18.5,19.75,-19.75,True,-19.75,
20210127,4579347,-1,13289.0,,4579467,S07,13270.5,13289.5,1,4579374,18.5,19.75,-19.75,True,-19.75,
20210127,4579386,-1,13351.25,,-1,PV2_V7m,13341.75,13351.75,1,4579394,9.5,10.75,-10.75,True,-30.5,
20210128,4580712,1,13160.0,,4580832,S07,13178.5,13159.5,1,4580717,18.5,19.75,-19.75,True,-19.75,
20210129,4582077,-1,13131.25,,4582197,S07,13112.75,13131.75,1,4582078,18.5,19.75,-19.75,True,-19.75,
20210201,4583442,1,13063.0,,4583562,S07,13081.5,13062.5,1,4583451,18.5,19.75,-19.75,True,-19.75,
20210202,4584807,1,13350.75,,4584927,S07,13369.25,13415.0,3,4584927,18.5,19.75,45.0,True,45.0,
20210203,4586172,-1,13509.5,,4586292,S07,13491.0,13510.0,1,4586173,18.5,19.75,-19.75,True,-19.75,
20210204,4587537,-1,13457.5,,4587657,S07,13439.0,13458.0,1,4587553,18.5,19.75,-19.75,True,-19.75,
20210205,4588902,-1,13592.25,,4589022,S07,13573.75,13558.0,3,4589022,18.5,19.75,15.0,True,15.0,
20210208,4590267,-1,13664.75,,4590387,S07,13646.25,13665.25,1,4590276,18.5,19.75,-19.75,True,-19.75,
20210209,4591632,1,13651.25,,4591752,S07,13669.75,13684.5,3,4591752,18.5,19.75,14.0,True,14.0,
20210210,4592997,-1,13759.25,,4593117,S07,13740.75,13604.0,3,4593117,18.5,19.75,136.0,True,136.0,
20210211,4594361,1,13707.25,,4594481,S07,13725.75,13706.75,1,4594363,18.5,19.75,-19.75,True,-19.75,
20210212,4595726,-1,13695.25,,4595846,S07,13676.75,13695.75,1,4595737,18.5,19.75,-19.75,True,-19.75,
20210215,4597090,1,13831.5,,4597210,S07,13850.0,13856.0,3,4597210,18.5,19.75,5.25,True,5.25,
20210216,4598230,1,13829.5,,4598350,S07,13848.0,13829.0,1,4598233,18.5,19.75,-19.75,True,-19.75,
20210217,4599595,-1,13642.75,,4599715,S07,13624.25,13643.25,1,4599597,18.5,19.75,-19.75,True,-19.75,
20210218,4600960,1,13522.0,,4601080,S07,13540.5,13521.5,1,4600992,18.5,19.75,-19.75,True,-19.75,
20210219,4602325,-1,13697.25,,4602445,S07,13678.75,13697.75,1,4602440,18.5,19.75,-19.75,True,-19.75,
20210222,4603690,-1,13397.25,,4603810,S07,13378.75,13397.75,1,4603694,18.5,19.75,-19.75,True,-19.75,
20210222,4603754,-1,13339.5,,-1,PV2_V7m,13330.25,13340.0,1,4603756,9.25,10.5,-10.5,True,-30.25,
20210223,4605055,-1,12983.75,,4605175,S07,12965.25,12984.25,1,4605105,18.5,19.75,-19.75,True,-19.75,
20210224,4606420,1,13069.5,,4606540,S07,13088.0,13069.0,1,4606422,18.5,19.75,-19.75,True,-19.75,
20210225,4607785,1,13227.75,,4607905,S07,13246.25,13227.25,1,4607806,18.5,19.75,-19.75,True,-19.75,
20210226,4609150,1,12944.75,,4609270,S07,12963.25,12944.25,1,4609152,18.5,19.75,-19.75,True,-19.75,
20210301,4610515,-1,13097.5,,4610635,S07,13079.0,13098.0,1,4610517,18.5,19.75,-19.75,True,-19.75,
20210302,4611880,-1,13270.75,,4612000,S07,13252.25,13271.25,1,4611881,18.5,19.75,-19.75,True,-19.75,
20210302,4611910,-1,13237.75,,-1,PV2_V7m,13231.0,13238.25,1,4611914,6.75,8.0,-8.0,True,-27.75,
20210303,4613245,1,13015.0,,4613365,S07,13033.5,13014.5,1,4613247,18.5,19.75,-19.75,True,-19.75,
20210304,4614610,1,12707.75,,4614730,S07,12726.25,12707.25,1,4614622,18.5,19.75,-19.75,True,-19.75,
20210305,4615975,-1,12566.5,,4616095,S07,12548.0,12258.75,3,4616095,18.5,19.75,288.5,True,288.5,
20210308,4617340,-1,12602.75,,4617460,S07,12584.25,12603.25,1,4617347,18.5,19.75,-19.75,True,-19.75,
20210309,4618705,-1,12614.25,,4618825,S07,12595.75,12614.75,1,4618706,18.5,19.75,-19.75,True,-19.75,
20210310,4620070,1,12927.75,,4620190,S07,12946.25,12927.25,1,4620071,18.5,19.75,-19.75,True,-19.75,
20210311,4621399,1,12964.25,,4621519,S07,12982.75,12963.75,1,4621402,18.5,19.75,-19.75,True,-19.75,
20210312,4622761,1,12822.25,,4622881,S07,12840.75,12821.75,1,4622763,18.5,19.75,-19.75,True,-19.75,
20210315,4624126,-1,12924.0,,4624246,S07,12905.5,12924.5,1,4624127,18.5,19.75,-19.75,True,-19.75,
20210316,4625491,1,13159.25,,4625611,S07,13177.75,13158.75,1,4625495,18.5,19.75,-19.75,True,-19.75,
20210317,4626856,-1,13003.0,,4626976,S07,12984.5,13003.5,1,4626870,18.5,19.75,-19.75,True,-19.75,
20210318,4628221,1,12992.0,,4628341,S07,13010.5,12991.5,1,4628223,18.5,19.75,-19.75,True,-19.75,
20210319,4629586,1,12794.5,,4629706,S07,12813.0,12794.0,1,4629590,18.5,19.75,-19.75,True,-19.75,
20210319,4629786,1,12870.0,,-1,PV2_V7m,12875.0,12869.5,1,4629788,5.0,6.25,-6.25,True,-26.0,
20210322,4630951,1,12956.0,,4631071,S07,12974.5,12955.5,1,4630959,18.5,19.75,-19.75,True,-19.75,
20210323,4632316,-1,13115.0,,4632436,S07,13096.5,13115.5,1,4632352,18.5,19.75,-19.75,True,-19.75,
20210324,4633681,-1,13069.75,,4633801,S07,13051.25,13015.75,3,4633801,18.5,19.75,34.75,True,34.75,
20210325,4635045,1,12711.25,,4635165,S07,12729.75,12710.75,1,4635114,18.5,19.75,-19.75,True,-19.75,
20210326,4636410,1,12771.0,,4636530,S07,12789.5,12770.5,1,4636412,18.5,19.75,-19.75,True,-19.75,
20210329,4637775,1,12909.0,,4637895,S07,12927.5,12908.5,1,4637788,18.5,19.75,-19.75,True,-19.75,
20210330,4639140,-1,12855.75,,4639260,S07,12837.25,12856.25,1,4639146,18.5,19.75,-19.75,True,-19.75,
20210331,4640504,-1,12980.5,,4640624,S07,12962.0,12981.0,1,4640506,18.5,19.75,-19.75,True,-19.75,
20210331,4640538,1,13064.5,,-1,PV2_V7m,13079.75,13127.0,3,4640658,15.25,16.5,46.5,True,26.75,
20210401,4641869,1,13254.0,,4641989,S07,13272.5,13283.25,3,4641989,18.5,19.75,10.0,True,10.0,
20210405,4644134,1,13418.75,,4644254,S07,13437.25,13540.5,3,4644254,18.5,19.75,102.5,True,102.5,
20210406,4645499,-1,13585.5,,4645619,S07,13567.0,13586.0,1,4645510,18.5,19.75,-19.75,True,-19.75,
20210407,4646864,-1,13555.75,,4646984,S07,13537.25,13556.25,1,4646875,18.5,19.75,-19.75,True,-19.75,
20210408,4648229,1,13720.25,,4648349,S07,13738.75,13719.75,1,4648239,18.5,19.75,-19.75,True,-19.75,
20210409,4649594,1,13673.75,,4649714,S07,13692.25,13673.25,1,4649597,18.5,19.75,-19.75,True,-19.75,
20210412,4650959,-1,13811.0,,4651079,S07,13792.5,13780.0,3,4651079,18.5,19.75,11.75,True,11.75,
20210413,4652324,-1,13895.75,,4652444,S07,13877.25,13896.25,1,4652326,18.5,19.75,-19.75,True,-19.75,
20210414,4653689,-1,13976.75,,4653809,S07,13958.25,13874.0,3,4653809,18.5,19.75,83.5,True,83.5,
20210415,4655054,1,13936.25,,4655174,S07,13954.75,13935.75,1,4655083,18.5,19.75,-19.75,True,-19.75,
20210415,4655119,1,13989.75,,-1,PV2_V7m,13993.75,13989.25,1,4655122,4.0,5.25,-5.25,True,-25.0,
20210416,4656419,-1,13998.5,,4656539,S07,13980.0,13999.0,1,4656428,18.5,19.75,-19.75,True,-19.75,
20210419,4657781,1,13982.75,,4657901,S07,14001.25,13982.25,1,4657810,18.5,19.75,-19.75,True,-19.75,
20210420,4659146,-1,13890.75,,4659266,S07,13872.25,13891.25,1,4659150,18.5,19.75,-19.75,True,-19.75,
20210421,4660511,-1,13755.0,,4660631,S07,13736.5,13755.5,1,4660513,18.5,19.75,-19.75,True,-19.75,
20210422,4661876,-1,13905.25,,4661996,S07,13886.75,13905.75,1,4661928,18.5,19.75,-19.75,True,-19.75,
20210423,4663241,1,13788.5,,4663361,S07,13807.0,13788.0,1,4663255,18.5,19.75,-19.75,True,-19.75,
20210423,4663270,1,13820.0,,-1,PV2_V7m,13829.0,13931.25,3,4663390,9.0,10.25,101.5,True,81.75,
20210426,4664606,1,13918.75,,4664726,S07,13937.25,13918.25,1,4664608,18.5,19.75,-19.75,True,-19.75,
20210427,4665971,-1,14032.75,,4666091,S07,14014.25,13955.0,3,4666091,18.5,19.75,58.5,True,58.5,
20210428,4667336,-1,13927.25,,4667456,S07,13908.75,13927.75,1,4667349,18.5,19.75,-19.75,True,-19.75,
20210429,4668701,-1,14051.5,,4668821,S07,14033.0,13906.0,3,4668821,18.5,19.75,126.25,True,126.25,
20210429,4668859,-1,13833.25,,-1,PV2_V7m,13828.5,13833.75,1,4668860,4.75,6.0,-6.0,True,120.25,
20210430,4670066,1,13852.0,,4670186,S07,13870.5,13883.5,3,4670186,18.5,19.75,12.25,True,12.25,
20210503,4671419,-1,13920.25,,4671539,S07,13901.75,13920.75,1,4671453,18.5,19.75,-19.75,True,-19.75,
20210504,4672784,-1,13662.75,,4672904,S07,13644.25,13433.5,3,4672904,18.5,19.75,210.0,True,210.0,
20210505,4674148,1,13628.75,,4674268,S07,13647.25,13628.25,1,4674150,18.5,19.75,-19.75,True,-19.75,
20210506,4675513,-1,13460.75,,4675633,S07,13442.25,13461.25,1,4675516,18.5,19.75,-19.75,True,-19.75,
20210507,4676878,-1,13697.25,,4676998,S07,13678.75,13697.75,1,4676881,18.5,19.75,-19.75,True,-19.75,
20210510,4678243,-1,13603.5,,4678363,S07,13585.0,13484.75,3,4678363,18.5,19.75,99.5,True,99.5,
20210511,4679608,1,13104.75,,4679728,S07,13123.25,13104.25,1,4679609,18.5,19.75,-19.75,True,-19.75,
20210512,4680973,1,13154.5,,4681093,S07,13173.0,13154.0,1,4680980,18.5,19.75,-19.75,True,-19.75,
20210513,4682338,1,13115.25,,4682458,S07,13133.75,13114.75,1,4682346,18.5,19.75,-19.75,True,-19.75,
20210514,4683703,1,13234.25,,4683823,S07,13252.75,13233.75,1,4683707,18.5,19.75,-19.75,True,-19.75,
20210517,4685068,-1,13293.75,,4685188,S07,13275.25,13294.25,1,4685069,18.5,19.75,-19.75,True,-19.75,
20210518,4686432,-1,13337.5,,4686552,S07,13319.0,13338.0,1,4686433,18.5,19.75,-19.75,True,-19.75,
20210519,4687797,1,13012.0,,4687917,S07,13030.5,13011.5,1,4687801,18.5,19.75,-19.75,True,-19.75,
20210520,4689162,1,13303.75,,4689282,S07,13322.25,13468.75,3,4689282,18.5,19.75,145.75,True,145.75,
20210521,4690527,-1,13558.75,,4690647,S07,13540.25,13461.25,3,4690647,18.5,19.75,78.25,True,78.25,
20210524,4691892,1,13514.75,,4692012,S07,13533.25,13649.0,3,4692012,18.5,19.75,115.0,True,115.0,
20210525,4693257,1,13698.25,,4693377,S07,13716.75,13697.75,1,4693258,18.5,19.75,-19.75,True,-19.75,
20210526,4694622,1,13678.0,,4694742,S07,13696.5,13677.5,1,4694631,18.5,19.75,-19.75,True,-19.75,
20210527,4695987,-1,13688.75,,4696107,S07,13670.25,13689.25,1,4696030,18.5,19.75,-19.75,True,-19.75,
20210528,4697352,-1,13718.25,,4697472,S07,13699.75,13718.75,1,4697355,18.5,19.75,-19.75,True,-19.75,
20210531,4698713,1,13657.0,,4698833,S07,13675.5,13667.0,3,4698833,18.5,19.75,-9.25,True,-9.25,
20210601,4699853,-1,13766.25,,4699973,S07,13747.75,13766.75,1,4699860,18.5,19.75,-19.75,True,-19.75,
20210602,4701218,1,13663.75,,4701338,S07,13682.25,13663.25,1,4701223,18.5,19.75,-19.75,True,-19.75,
20210603,4702582,1,13540.25,,4702702,S07,13558.75,13539.75,1,4702585,18.5,19.75,-19.75,True,-19.75,
20210604,4703947,1,13623.75,,4704067,S07,13642.25,13760.0,3,4704067,18.5,19.75,117.0,True,117.0,
20210607,4705312,-1,13748.75,,4705432,S07,13730.25,13749.25,1,4705314,18.5,19.75,-19.75,True,-19.75,
20210608,4706677,-1,13890.75,,4706797,S07,13872.25,13891.25,1,4706681,18.5,19.75,-19.75,True,-19.75,
20210609,4708042,-1,13886.0,,4708162,S07,13867.5,13886.5,1,4708046,18.5,19.75,-19.75,True,-19.75,
20210610,4709285,1,13821.5,,4709405,S07,13840.0,13821.0,1,4709367,18.5,19.75,-19.75,True,-19.75,
20210611,4710636,1,13936.75,,4710756,S07,13955.25,13936.25,1,4710638,18.5,19.75,-19.75,True,-19.75,
20210614,4711999,-1,13990.25,,4712119,S07,13971.75,13990.75,1,4712005,18.5,19.75,-19.75,True,-19.75,
20210615,4713364,-1,14089.75,,4713484,S07,14071.25,14090.25,1,4713372,18.5,19.75,-19.75,True,-19.75,
20210616,4714728,-1,14072.0,,4714848,S07,14053.5,14072.5,1,4714737,18.5,19.75,-19.75,True,-19.75,
20210617,4716093,1,13951.0,,4716213,S07,13969.5,14181.5,3,4716213,18.5,19.75,211.25,True,211.25,
20210618,4717458,1,14101.0,,4717578,S07,14119.5,14100.5,1,4717459,18.5,19.75,-19.75,True,-19.75,
20210621,4718823,-1,14025.25,,4718943,S07,14006.75,14025.75,1,4718843,18.5,19.75,-19.75,True,-19.75,
20210622,4720188,1,14127.5,,4720308,S07,14146.0,14127.0,1,4720198,18.5,19.75,-19.75,True,-19.75,
20210623,4721553,1,14270.75,,4721673,S07,14289.25,14270.25,1,4721574,18.5,19.75,-19.75,True,-19.75,
20210624,4722917,-1,14369.75,,4723037,S07,14351.25,14370.25,1,4722919,18.5,19.75,-19.75,True,-19.75,
20210625,4724282,1,14364.5,,4724402,S07,14383.0,14364.0,1,4724286,18.5,19.75,-19.75,True,-19.75,
20210628,4725647,1,14416.5,,4725767,S07,14435.0,14472.0,3,4725767,18.5,19.75,36.25,True,36.25,
20210629,4727027,-1,14504.5,,4727147,S07,14486.0,14505.0,1,4727031,18.5,19.75,-19.75,True,-19.75,
20210630,4728407,-1,14564.0,,4728527,S07,14545.5,14564.5,1,4728420,18.5,19.75,-19.75,True,-19.75,
20210701,4729787,1,14540.0,,4729907,S07,14558.5,14539.5,1,4729808,18.5,19.75,-19.75,True,-19.75,
20210702,4731167,1,14617.0,,4731287,S07,14635.5,14639.75,3,4731287,18.5,19.75,3.5,True,3.5,
20210705,4732547,-1,14719.5,,4732667,S07,14701.0,14697.75,3,4732667,18.5,19.75,2.5,True,2.5,
20210706,4733687,1,14747.75,,4733807,S07,14766.25,14747.25,1,4733699,18.5,19.75,-19.75,True,-19.75,
20210707,4735067,-1,14863.5,,4735187,S07,14845.0,14751.0,3,4735187,18.5,19.75,93.25,True,93.25,
20210708,4736447,1,14597.25,,4736567,S07,14615.75,14596.75,1,4736458,18.5,19.75,-19.75,True,-19.75,
20210709,4737827,1,14697.25,,4737947,S07,14715.75,14696.75,1,4737829,18.5,19.75,-19.75,True,-19.75,
20210709,4737913,1,14767.5,,-1,PV2_V7m,14773.75,14818.75,3,4738033,6.25,7.5,44.25,True,24.5,
20210712,4739207,-1,14891.75,,4739327,S07,14873.25,14829.75,3,4739327,18.5,19.75,42.75,True,42.75,
20210713,4740586,1,14856.5,,4740706,S07,14875.0,14856.0,1,4740588,18.5,19.75,-19.75,True,-19.75,
20210713,4740619,1,14924.5,,-1,PV2_V7m,14929.5,14924.0,1,4740621,5.0,6.25,-6.25,True,-26.0,
20210714,4741966,1,14968.75,,4742086,S07,14987.25,14968.25,1,4741969,18.5,19.75,-19.75,True,-19.75,
20210715,4743345,-1,14871.75,,4743465,S07,14853.25,14872.25,1,4743367,18.5,19.75,-19.75,True,-19.75,
20210715,4743395,-1,14855.0,,-1,PV2_V7m,14844.75,14764.25,3,4743515,10.25,11.5,79.75,True,60.0,
20210716,4744725,1,14836.0,,4744845,S07,14854.5,14835.5,1,4744733,18.5,19.75,-19.75,True,-19.75,
20210719,4746105,-1,14512.5,,4746225,S07,14494.0,14513.0,1,4746107,18.5,19.75,-19.75,True,-19.75,
20210720,4747485,-1,14573.75,,4747605,S07,14555.25,14574.25,1,4747500,18.5,19.75,-19.75,True,-19.75,
20210721,4748865,1,14700.5,,4748985,S07,14719.0,14768.75,3,4748985,18.5,19.75,49.0,True,49.0,
20210722,4750245,1,14851.5,,4750365,S07,14870.0,14891.5,3,4750365,18.5,19.75,20.75,True,20.75,
20210723,4751625,-1,14977.0,,4751745,S07,14958.5,14977.5,1,4751640,18.5,19.75,-19.75,True,-19.75,
20210726,4753005,-1,15063.5,,4753125,S07,15045.0,15064.0,1,4753008,18.5,19.75,-19.75,True,-19.75,
20210727,4754383,-1,15092.75,,4754503,S07,15074.25,14841.75,3,4754503,18.5,19.75,231.75,True,231.75,
20210728,4755763,-1,15001.25,,4755883,S07,14982.75,15001.75,1,4755797,18.5,19.75,-19.75,True,-19.75,
20210729,4757143,1,14989.25,,4757263,S07,15007.75,15058.75,3,4757263,18.5,19.75,50.25,True,50.25,
20210730,4758523,1,14867.5,,4758643,S07,14886.0,14923.0,3,4758643,18.5,19.75,36.25,True,36.25,
20210802,4759903,-1,15039.0,,4760023,S07,15020.5,15039.5,1,4760001,18.5,19.75,-19.75,True,-19.75,
20210803,4761283,-1,14974.25,,4761403,S07,14955.75,14974.75,1,4761289,18.5,19.75,-19.75,True,-19.75,
20210804,4762663,1,15043.25,,4762783,S07,15061.75,15042.75,1,4762664,18.5,19.75,-19.75,True,-19.75,
20210805,4764043,1,15074.0,,4764163,S07,15092.5,15158.5,3,4764163,18.5,19.75,65.25,True,65.25,
20210806,4765423,1,15110.5,,4765543,S07,15129.0,15110.0,1,4765435,18.5,19.75,-19.75,True,-19.75,
20210809,4766803,1,15111.5,,4766923,S07,15130.0,15111.0,1,4766805,18.5,19.75,-19.75,True,-19.75,
20210810,4768183,-1,15143.5,,4768303,S07,15125.0,15144.0,1,4768195,18.5,19.75,-19.75,True,-19.75,
20210811,4769563,1,15088.75,,4769683,S07,15107.25,15088.25,1,4769565,18.5,19.75,-19.75,True,-19.75,
20210812,4770943,1,14974.25,,4771063,S07,14992.75,14973.75,1,4770945,18.5,19.75,-19.75,True,-19.75,
20210813,4772322,-1,15096.5,,4772442,S07,15078.0,15097.0,1,4772335,18.5,19.75,-19.75,True,-19.75,
20210816,4773702,-1,15105.25,,4773822,S07,15086.75,15105.75,1,4773704,18.5,19.75,-19.75,True,-19.75,
20210816,4773734,-1,15041.75,,-1,PV2_V7m,15026.75,15007.5,3,4773854,15.0,16.25,18.5,True,-1.25,
20210817,4775082,-1,15012.25,,4775202,S07,14993.75,15012.75,1,4775085,18.5,19.75,-19.75,True,-19.75,
20210818,4776462,1,14974.5,,4776582,S07,14993.0,14974.0,1,4776562,18.5,19.75,-19.75,True,-19.75,
20210819,4777842,1,14791.25,,4777962,S07,14809.75,14790.75,1,4777846,18.5,19.75,-19.75,True,-19.75,
20210820,4779222,1,14971.0,,4779342,S07,14989.5,14970.5,1,4779225,18.5,19.75,-19.75,True,-19.75,
20210820,4779265,1,15054.0,,-1,PV2_V7m,15062.0,15053.5,1,4779315,8.0,9.25,-9.25,True,-29.0,
20210823,4780602,1,15136.0,,4780722,S07,15154.5,15280.0,3,4780722,18.5,19.75,124.75,True,124.75,
